filename,split,md5,phash,path
bam5_Img2_A80_S6_[14][27].png,train,fc26023f92fd21ce2b81e850d07ddd16,b9bc5c4b405d6f30,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[14][27].png
bam5_Img2_A80_S6_[15][25].png,train,67209f615ed3a93c2c3d71696a756671,afa6e2b4949c1599,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[15][25].png
bam5_Img2_A80_S6_[15][28].png,train,82b02e36024da830cf55f4e2c388a180,b497d7cee4e84c80,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[15][28].png
bam5_Img2_A80_S6_[16][3].png,train,67434705c847e27c9fe65c993fd69db6,d7d4c8cbcac2c6c2,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[16][3].png
bam5_Img2_A80_S6_[1][10].png,train,322e225928158963a04347ad7a1aee96,e247195b847d9758,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[1][10].png
bam5_Img2_A80_S6_[1][16].png,train,01b361adca33b6a6371dec467bd2274d,da1e7c07782a7c58,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[1][16].png
bam5_Img2_A80_S6_[1][19].png,train,383fe78e752a6320004ba6c6e03b83f4,f1425f4c315b2f31,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[1][19].png
bam5_Img2_A80_S6_[1][21].png,train,afa17eefabf2755664c5911a06146102,df6d4221566d524b,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[1][21].png
bam5_Img2_A80_S6_[1][9].png,train,e43d8760e0db8c6a08499507578a0eae,cd043f768d03ac73,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[1][9].png
bam5_Img2_A80_S6_[2][10].png,train,5c1c28316e453d555f58a57094c6bda8,e6460f788f700f17,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[2][10].png
bam5_Img2_A80_S6_[5][41].png,train,9601badeeb894c862aae6687051fd01d,ad7f5039205a7729,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[5][41].png
bam5_Img2_A80_S6_[6][22].png,train,062e05b94ea2c3fc088e7aa9e2e857ae,da6536ea1dd21ac1,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[6][22].png
bam5_Img2_A80_S6_[6][26].png,train,58bc3025512fef77c8a44b71d4bd4af6,b84e41980ff138bf,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[6][26].png
bam5_Img2_A80_S6_[6][3].png,train,eac268dd306e981bafc7d031b7f0eb92,972a65e63a0d55e8,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[6][3].png
bam5_Img2_A80_S6_[6][41].png,train,bdbe52a1131ca3270bd91ead42ebc4cf,a57f465921e802df,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[6][41].png
bam5_Img2_A80_S6_[6][8].png,train,c5bfdff78c0971c5800864da53ccd2c4,f847418c57a95aae,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[6][8].png
bam5_Img2_A80_S6_[7][5].png,train,c4d50eecb8c65bf2f4ec1c1f9be50ea3,cd165a99651a6d1b,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[7][5].png
bam5_Img2_A80_S6_[7][7].png,train,ed13d7223116015ecfea3c6c8ad65940,f34866cb39c43b46,./data/RIAWELC_split\train\CR\bam5_Img2_A80_S6_[7][7].png
RRT-101R_Img1_A80_S1_[20][4].png,train,d3d31124a7f5bad9a6fc034ef4ec4776,ed122a53757935a1,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S1_[20][4].png
RRT-101R_Img1_A80_S1_[20][6].png,train,b2417d62baf4f098b1ac7a37af36df04,f34c146c590f19db,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S1_[20][6].png
RRT-101R_Img1_A80_S1_[24][7].png,train,0d858d44e1cc602f969750e4a27801f1,bcf0431e480b73ee,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S1_[24][7].png
RRT-101R_Img1_A80_S2_[20][10].png,train,aed83149c6b2f5e15b19d76c5bcba6b5,b66319646c7b063b,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S2_[20][10].png
RRT-101R_Img1_A80_S3_[11][13].png,train,b65ffc02fa08ea4c08451d0a9fb5ccb3,e41b590c6732e74b,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S3_[11][13].png
RRT-101R_Img1_A80_S3_[13][13].png,train,61b053aebf75e73390eb21edd2403400,e4327b591a6d4b49,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S3_[13][13].png
RRT-101R_Img1_A80_S4_[13][2].png,train,46eff214f20cd134d7647fb8f0b625b2,db362d125473866b,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[13][2].png
RRT-101R_Img1_A80_S4_[13][4].png,train,26d572bd6b22655708414daeaee4c9ae,ef5c330c292ed932,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[13][4].png
RRT-101R_Img1_A80_S4_[15][4].png,train,80f88361303fdb8b301329d8ebecfd8b,e74c7213565d3326,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[15][4].png
RRT-101R_Img1_A80_S4_[15][5].png,train,ea56175b85d865ae96fcf8036808cb19,f14e1a18734e3d33,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[15][5].png
RRT-101R_Img1_A80_S4_[16][1].png,train,f8741669ac7efb5b7314909eaa675087,d225052b6a55afae,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[16][1].png
RRT-101R_Img1_A80_S4_[16][4].png,train,9845f03e7af6e76bbe409fcd52429acf,e74c1c593346595b,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[16][4].png
RRT-101R_Img1_A80_S4_[16][7].png,train,d1238d665901d7f47983adec8767f49e,9f787e60037f6062,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[16][7].png
RRT-101R_Img1_A80_S4_[17][1].png,train,3eebfe2b3f05bf2174f7b9496610b8c9,d2352f152a5a5557,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[17][1].png
RRT-101R_Img1_A80_S4_[17][4].png,train,5a1c658c3845dffec062397cec5d4fc9,e74c1d4c39372666,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[17][4].png
RRT-101R_Img1_A80_S4_[17][5].png,train,8ef506b6f50cc82e409370f354a8ad9a,b14706671c31bb73,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[17][5].png
RRT-101R_Img1_A80_S4_[18][2].png,train,68e773898584c17f232821106d54f00a,c916355a122577bd,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[18][2].png
RRT-101R_Img1_A80_S4_[18][4].png,train,9f92bc144d7ee086986fd6c326a08604,e34c1b444cd95d9b,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[18][4].png
RRT-101R_Img1_A80_S4_[19][2].png,train,505ca015ae60185b491f5dd32b4a5e2b,c915162dda32d676,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[19][2].png
RRT-101R_Img1_A80_S4_[19][7].png,train,8404d998a9fe722f3b0a2b1567ad7644,9f7178013f766c28,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[19][7].png
RRT-101R_Img1_A80_S4_[20][2].png,train,11dbb7371a4dc8be9003936271e4a1cd,c92d162d557a359a,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[20][2].png
RRT-101R_Img1_A80_S4_[21][5].png,train,b8f12b69a2ae181d8da44b037f56928f,b11867cd1ccc33ce,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[21][5].png
RRT-101R_Img1_A80_S4_[23][5].png,train,5d309dbbe14b9e96fee0a1ed9ebdf02f,b39832e663330fcc,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[23][5].png
RRT-101R_Img1_A80_S4_[24][6].png,train,380b45d7f9e9e0d60ffe67bc5c85a4d5,b98e0e8ff3785818,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[24][6].png
RRT-101R_Img1_A80_S4_[25][3].png,train,1517b85eaa09326146661f1e78729337,e9b634a43692da9a,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[25][3].png
RRT-101R_Img1_A80_S4_[25][5].png,train,c68fe6253439ebe549217cb07036015c,b39819991cae6cd6,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[25][5].png
RRT-101R_Img1_A80_S4_[25][7].png,train,6215eb0fd3b8f86f6849df94c0844f85,9ec3438781f070fd,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[25][7].png
RRT-101R_Img1_A80_S4_[26][4].png,train,c5945b3d9338bd8174654a0630717899,e49313b67232b972,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[26][4].png
RRT-101R_Img1_A80_S4_[26][6].png,train,febe974a0deb6f9eb83fabdb5705c7be,b98e4e9c0e9e0f0e,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[26][6].png
RRT-101R_Img1_A80_S4_[27][3].png,train,12c45fefb1510ef61368715f66a1536d,e9b416ad14ed24b9,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[27][3].png
RRT-101R_Img1_A80_S4_[28][2].png,train,9aee381324a7e339fe594eb60a783185,daeab5ea358a150a,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[28][2].png
RRT-101R_Img1_A80_S4_[28][4].png,train,ea0b0e331695bd36abc8d556c008bd19,eca65ba60ba459a6,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[28][4].png
RRT-101R_Img1_A80_S4_[28][6].png,train,80989362bef00c9e4a7cc89c75b10d06,b198c798e699669c,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[28][6].png
RRT-101R_Img1_A80_S4_[29][2].png,train,5934ac3f2242162b54bc175227c9c477,d2ca35ca35b58a95,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[29][2].png
RRT-101R_Img1_A80_S4_[29][4].png,train,86ac9026ff1214c627fc7ff154914d7b,eca45be41b8ba0d9,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[29][4].png
RRT-101R_Img1_A80_S4_[29][7].png,train,f099320e35c560ad94a25e3097dafcd3,bc8e718e21d98df0,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[29][7].png
RRT-101R_Img1_A80_S4_[30][4].png,train,41612cdec0d2e59cfa1e04d499767ca7,eca45bcd765902a5,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[30][4].png
RRT-101R_Img1_A80_S4_[30][7].png,train,fcfa324deb098e7279ff349f0aa9dae4,bc8e71f807b1039d,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[30][7].png
RRT-101R_Img1_A80_S4_[31][5].png,train,938799aa8d393acfa0b04955eaa7b47a,e6b319c493e44aec,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[31][5].png
RRT-101R_Img1_A80_S4_[32][8].png,train,6ac3db17569d2e5eb515482f9aa60471,9f87419c67894793,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[32][8].png
RRT-101R_Img1_A80_S4_[33][5].png,train,c634d79cffc4d7d5ee42ee0cbf6242d0,e6b613f904ca2da6,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[33][5].png
RRT-101R_Img1_A80_S4_[33][9].png,train,58e54596ebe600f677e81fd3184b21a7,8380709e67b86fb3,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S4_[33][9].png
RRT-101R_Img1_A80_S5_[31][23].png,train,0716b447920d149cfda378616da8489c,9e8f60bc54b82fa2,./data/RIAWELC_split\train\CR\RRT-101R_Img1_A80_S5_[31][23].png
RRT-101R_Img2_A80_S1_[11][11].png,train,08b8e1720576c680f79050daf4856b88,9e63907e865ba847,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[11][11].png
RRT-101R_Img2_A80_S1_[11][6].png,train,07a643a236fd76b9b4e64137a5c939a1,da25cc738c72952e,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[11][6].png
RRT-101R_Img2_A80_S1_[12][7].png,train,23ba08c6e5baa177aa830524b122b3d7,e914865bbc67b90a,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[12][7].png
RRT-101R_Img2_A80_S1_[13][10].png,train,2e45dee5260c66c8dec699537e57d0c6,f94cc61f225c0f5c,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[13][10].png
RRT-101R_Img2_A80_S1_[14][5].png,train,de0e6b4673f685ed92e1f450bbf7df8a,d5172e1a1966b64b,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[14][5].png
RRT-101R_Img2_A80_S1_[14][8].png,train,f1d21fc3dbd630148c6573037794e8c5,e4161b63b00f8f79,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[14][8].png
RRT-101R_Img2_A80_S1_[15][11].png,train,f4c644374234658e751a8fe972e095c6,bc5fe662076057c8,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[15][11].png
RRT-101R_Img2_A80_S1_[16][9].png,train,99f3efae2d12fd5f517d0be514ac472f,f273014629d17e79,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[16][9].png
RRT-101R_Img2_A80_S1_[18][6].png,train,5b9b8d355cf9667eee3c692e0093e506,f34e290ab6742c9b,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[18][6].png
RRT-101R_Img2_A80_S1_[19][4].png,train,0de794890285959c744af467bac7044b,ed120a553db68b5a,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[19][4].png
RRT-101R_Img2_A80_S1_[20][4].png,train,f555038f26089b14f6b021db78973a1b,ed122a52757b35a1,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[20][4].png
RRT-101R_Img2_A80_S1_[21][10].png,train,318a5ba328ab7f39e25b12acb1f0d4f5,bb79714377230516,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[21][10].png
RRT-101R_Img2_A80_S1_[21][3].png,train,7120c6f68f91adb17748b9ef059cf6f7,ca3429168dde5579,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[21][3].png
RRT-101R_Img2_A80_S1_[22][2].png,train,3a20fc0eb2e203576fa6c6068dde9066,d6a56a552d92559c,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[22][2].png
RRT-101R_Img2_A80_S1_[22][5].png,train,616c7be8fd6d3265dc8b26dfd8c79003,e65c338439d694e5,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[22][5].png
RRT-101R_Img2_A80_S1_[24][6].png,train,c8515adf079633e3eef70f51acbb64c1,b1e34ef853174649,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[24][6].png
RRT-101R_Img2_A80_S1_[25][4].png,train,494b41dfb82f0f7fd9da7aac39311dc5,edcd1be604a5252b,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[25][4].png
RRT-101R_Img2_A80_S1_[25][7].png,train,e7be3463a53234a4470f260fb112c548,bcf841077ecc1c53,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[25][7].png
RRT-101R_Img2_A80_S1_[26][5].png,train,b32b753f646478a3c64dfde09cbeabeb,b6e60c9869ed52b2,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[26][5].png
RRT-101R_Img2_A80_S1_[27][2].png,train,b76cd77a9358127b2c01be7c6875b4bc,c2da17a50963dd2d,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[27][2].png
RRT-101R_Img2_A80_S1_[27][5].png,train,156b2fa3e15007607eef18461c706604,b6e6469c5869694d,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[27][5].png
RRT-101R_Img2_A80_S1_[28][2].png,train,850fdcec404944b58e4935611c20194b,e2dad2b635b502f0,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[28][2].png
RRT-101R_Img2_A80_S1_[28][4].png,train,983fcc6edc5d398115d27a1642d2a32e,fce54c98999524ad,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S1_[28][4].png
RRT-101R_Img2_A80_S2_[18][11].png,train,10ae7726fa2c6a12bd771b5f596efcb0,b14c63631db69da1,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[18][11].png
RRT-101R_Img2_A80_S2_[19][12].png,train,d6384df96fad35019427631cd8c5aeee,be6743782678034f,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[19][12].png
RRT-101R_Img2_A80_S2_[19][8].png,train,171be778dfde20030264a91e4f406564,eb15275b751864cc,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[19][8].png
RRT-101R_Img2_A80_S2_[20][8].png,train,e6b11db257c1e246af94a1767d173e28,eb59254a57051b67,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[20][8].png
RRT-101R_Img2_A80_S2_[21][8].png,train,197f3fc6157057f983ab64963acc23cc,ea59352c52e6c59a,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[21][8].png
RRT-101R_Img2_A80_S2_[22][12].png,train,b9d9e436dc164b5e594027456f87634b,9c7e67860ff81107,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[22][12].png
RRT-101R_Img2_A80_S2_[23][11].png,train,86e79218a68ac6fd192def5ff1516fe2,bff160de0c5cc191,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[23][11].png
RRT-101R_Img2_A80_S2_[28][6].png,train,d51eded748486e59c7e87dcacb972673,eecb1bb4a6ac2189,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[28][6].png
RRT-101R_Img2_A80_S2_[28][8].png,train,db9af0e28a238935994ca24be3f6a038,b0e6479998b313b3,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[28][8].png
RRT-101R_Img2_A80_S2_[31][2].png,train,5e35a8767669f1849c21e8edca1bb844,c99682c927895f3e,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[31][2].png
RRT-101R_Img2_A80_S2_[33][1].png,train,aa42be0095d49ef35cb3e1d5549313f9,dad1a5de91c161c5,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[33][1].png
RRT-101R_Img2_A80_S2_[3][10].png,train,b4b61d213262c631db5f43f254c666b3,a7245923d623763d,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[3][10].png
RRT-101R_Img2_A80_S2_[9][7].png,train,5e2b67c9ca396da95db5fab89431c656,ec13d22fd36cd007,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[9][7].png
RRT-101R_Img2_A80_S2_[9][9].png,train,ff8e017ac704b523e7ebc078eaf197f9,f10ee412ef708d53,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S2_[9][9].png
RRT-101R_Img2_A80_S3_[11][12].png,train,fd6b460954ed2a01baec1b8031fde2cb,e934931dce35e816,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[11][12].png
RRT-101R_Img2_A80_S3_[12][13].png,train,5a9164f8ea78da0a09495583ebabc7dd,e412ff10ad41b877,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[12][13].png
RRT-101R_Img2_A80_S3_[12][15].png,train,bd83b00e6019b254ee23ab4dab1c91c0,b94ee745b275820d,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[12][15].png
RRT-101R_Img2_A80_S3_[13][12].png,train,35006ede1c7230f99a11fba313b621d0,e934e433b5685f12,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[13][12].png
RRT-101R_Img2_A80_S3_[14][12].png,train,0c0f26f8157ea9bc8abb6f1293a1c668,c934d66c9724f92c,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[14][12].png
RRT-101R_Img2_A80_S3_[14][14].png,train,840eacaef57fbb2a15f42e3a8fe6054c,e219ed30cf195732,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[14][14].png
RRT-101R_Img2_A80_S3_[15][13].png,train,f29249cfe856c7be2aab3fbb9fea41ce,ec365a2f5f401a39,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[15][13].png
RRT-101R_Img2_A80_S3_[16][13].png,train,c6a717b9061d53f5db79a6f7ee4eafce,ec24522c376d516f,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[16][13].png
RRT-101R_Img2_A80_S3_[21][16].png,train,e02f7e2940dae20fbd5edc9217560f91,e418324d6e46f763,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[21][16].png
RRT-101R_Img2_A80_S3_[22][19].png,train,4ed7d75d368176857d9d014247d0a025,9f6803c2786874ef,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[22][19].png
RRT-101R_Img2_A80_S3_[22][3].png,train,7e4a56aa5119e2f26e5c95f49bdeeb9b,b667191b33862579,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[22][3].png
RRT-101R_Img2_A80_S3_[23][1].png,train,efc8fe64575c48ef8c2a03cd9beaab4b,eacb51e525ed103a,./data/RIAWELC_split\train\CR\RRT-101R_Img2_A80_S3_[23][1].png
